economic_exposure_family_id,economic_exposure_name,universe_tier,opportunity_type,asset_class,sub_asset_class,a0_primary_geography,a0_geographic_scope,sector,industry,economic_theme,deepvue_theme,intended_rotation_role,primary_rotation_role,rotation_pool_id,primary_competition_pool_id,parent_exposure_family_id,secondary_parent_exposure_family_id,overlap_cluster_id,overlap_basis,breadth_level,economic_beta_cluster,selectable_flag,benchmark_only_flag,primary_equity_competition_flag,research_data_ready_flag,a2_lineage_validation_status,a2_lineage_issue,valid_return_observations,first_valid_date,last_valid_date,research_maturity,shorter_than_504_observations,recovered_by_dynamic_admission,data_quality_flags,dynamic_admission_rule,current_eligibility_back_projected,warning,raw_earliest_valid_21_session_signal_date,earliest_valid_21_session_signal_date,eligible_21_session_research,raw_earliest_valid_42_session_signal_date,earliest_valid_42_session_signal_date,eligible_42_session_research,raw_earliest_valid_63_session_signal_date,earliest_valid_63_session_signal_date,eligible_63_session_research,raw_earliest_valid_126_session_signal_date,earliest_valid_126_session_signal_date,eligible_126_session_research,raw_earliest_valid_252_session_signal_date,earliest_valid_252_session_signal_date,eligible_252_session_research
INDIA,Broad Indian equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,INDIA,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,COUNTRY_ROTATION,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EMERGING_MARKETS,EMERGING_ASIA,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,SINGLE_COUNTRY,BETA_EMERGING_ASIA_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,4336,2007-09-21,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2007-10-19,2007-10-19,YES,2007-11-21,2007-11-21,YES,2008-01-10,2008-01-10,YES,2008-04-18,2008-04-18,YES,2009-01-09,2009-01-09,YES
JAPAN,Broad Japanese equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,JAPAN,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,POOL_BROAD_GEOGRAPHY_PRIMARY,GLOBAL_DEVELOPED_WORLD,DEVELOPED_ASIA_PACIFIC,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_JAPAN_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3490,2011-12-01,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2012-04-12,2012-04-12,YES,2012-07-17,2012-07-17,YES,2012-09-12,2012-09-12,YES,2013-02-19,2013-02-19,YES,2013-09-09,2013-09-09,YES
JAPAN_EUR_HEDGED,Broad Japanese equities hedged to EUR,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,JAPAN,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,POOL_HEDGED_GEOGRAPHY_VARIANTS,JAPAN,NOT_APPLICABLE,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_JAPAN_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3926,2010-10-11,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2010-11-10,2010-11-10,YES,2010-12-09,2010-12-09,YES,2011-01-12,2011-01-12,YES,2011-04-11,2011-04-11,YES,2011-11-01,2011-11-01,YES
JAPAN_GBP_HEDGED,Broad Japanese equities hedged to GBP,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,JAPAN,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,POOL_HEDGED_GEOGRAPHY_VARIANTS,JAPAN,NOT_APPLICABLE,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_JAPAN_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3523,2012-08-06,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2012-09-04,2012-09-04,YES,2012-10-03,2012-10-03,YES,2012-11-01,2012-11-01,YES,2013-02-01,2013-02-01,YES,2013-08-02,2013-08-02,YES
LATIN_AMERICA,Broad Latin American equities,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,LATIN_AMERICA,REGION,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,INSUFFICIENT_DATA,POOL_BROAD_GEOGRAPHY_PRIMARY,POOL_INSUFFICIENT_DATA,EMERGING_MARKETS,NOT_APPLICABLE,OVL_GLOBAL_BROAD_EQUITY,BROAD_INDEX_VERSUS_NARROW_SUBSET,BROAD_REGION,BETA_GLOBAL_OR_OTHER_EQUITY,NO,NO,NO,NO,NO_USABLE_HISTORY,NO_USABLE_IMPLEMENTATION_HISTORY,0,NOT_AVAILABLE,NOT_AVAILABLE,NOT_APPLICABLE_NO_USABLE_HISTORY,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;NO_USABLE_HISTORY,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,,,NO,,,NO,,,NO,,,NO,,,NO
SILVER_PHYSICAL,Unleveraged silver exposure,EXPERIMENTAL,DEFENSIVE_DIVERSIFIER,COMMODITY,PHYSICAL_PRECIOUS_METAL_ETC,GLOBAL,GLOBAL_COMMODITY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_REAL_ASSETS,POOL_DEFENSIVE_REAL_ASSETS,NOT_APPLICABLE,NOT_APPLICABLE,OVL_PRECIOUS_METALS,COMMON_REAL_ASSET_BETA,DEFENSIVE_ASSET,BETA_REAL_ASSET,YES,NO,NO,YES,PASS,NOT_APPLICABLE,4737,2007-04-30,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2007-05-30,2007-05-30,YES,2007-06-28,2007-06-28,YES,2007-07-27,2007-07-27,YES,2007-10-25,2007-10-25,YES,2008-06-02,2008-06-02,YES
SOUTH_KOREA,Broad South Korean equities,EXPERIMENTAL,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,SOUTH_KOREA,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,COUNTRY_ROTATION,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EMERGING_MARKETS,EMERGING_ASIA,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,SINGLE_COUNTRY,BETA_EMERGING_ASIA_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,5026,2005-11-24,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2005-12-22,2005-12-22,YES,2006-01-25,2006-01-25,YES,2006-02-23,2006-02-23,YES,2006-05-26,2006-05-26,YES,2006-12-08,2006-12-08,YES
TAIWAN,Broad Taiwanese equities,EXPERIMENTAL,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,TAIWAN,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,COUNTRY_ROTATION,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EMERGING_MARKETS,EMERGING_ASIA,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,SINGLE_COUNTRY,BETA_EMERGING_ASIA_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,5006,2005-11-03,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2005-12-08,2005-12-08,YES,2006-01-11,2006-01-11,YES,2006-02-09,2006-02-09,YES,2006-05-12,2006-05-12,YES,2006-11-08,2006-11-08,YES
UK_BROAD_MARKET,Broad UK equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_KINGDOM,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,POOL_BROAD_GEOGRAPHY_PRIMARY,EUROPE_BROAD,GLOBAL_DEVELOPED_WORLD,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_UK_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3697,2011-04-26,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2011-06-29,2011-06-29,YES,2011-08-15,2011-08-15,YES,2011-10-05,2011-10-05,YES,2012-01-17,2012-01-17,YES,2012-08-07,2012-08-07,YES
UK_GILTS_ALL,Broad UK government bonds,CORE,DEFENSIVE_DIVERSIFIER,GOVERNMENT_BOND,NOMINAL_GOVERNMENT_BOND,UNITED_KINGDOM,SINGLE_COUNTRY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,NOT_APPLICABLE,NOT_APPLICABLE,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,DEFENSIVE_ASSET,BETA_FIXED_INCOME,YES,NO,NO,YES,PASS,NOT_APPLICABLE,3427,2012-06-12,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2012-09-27,2012-09-27,YES,2012-12-31,2012-12-31,YES,2013-02-13,2013-02-13,YES,2013-06-19,2013-06-19,YES,2013-12-13,2013-12-13,YES
UK_GILTS_LONG,Long-duration UK government bonds,EXTENDED,DEFENSIVE_DIVERSIFIER,GOVERNMENT_BOND,NOMINAL_GOVERNMENT_BOND,UNITED_KINGDOM,SINGLE_COUNTRY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,INSUFFICIENT_DATA,POOL_DEFENSIVE_FIXED_INCOME,POOL_INSUFFICIENT_DATA,UK_GILTS_ALL,NOT_APPLICABLE,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,DEFENSIVE_ASSET,BETA_FIXED_INCOME,NO,NO,NO,NO,NO_USABLE_HISTORY,NO_USABLE_IMPLEMENTATION_HISTORY,0,NOT_AVAILABLE,NOT_AVAILABLE,NOT_APPLICABLE_NO_USABLE_HISTORY,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;NO_USABLE_HISTORY,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,,,NO,,,NO,,,NO,,,NO,,,NO
UK_GILTS_SHORT,Short-duration UK government bonds,CORE,DEFENSIVE_DIVERSIFIER,GOVERNMENT_BOND,NOMINAL_GOVERNMENT_BOND,UNITED_KINGDOM,SINGLE_COUNTRY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,UK_GILTS_ALL,ACTUAL_GBP_CASH,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,DEFENSIVE_ASSET,BETA_FIXED_INCOME,YES,NO,NO,YES,PASS,NOT_APPLICABLE,2033,2018-06-15,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2018-07-13,2018-07-13,YES,2018-08-13,2018-08-13,YES,2018-09-13,2018-09-13,YES,2018-12-11,2018-12-11,YES,2019-06-20,2019-06-20,YES
UK_INDEX_LINKED_GILTS,UK index-linked government bonds,EXTENDED,DEFENSIVE_DIVERSIFIER,GOVERNMENT_BOND,INFLATION_LINKED_GOVERNMENT_BOND,UNITED_KINGDOM,SINGLE_COUNTRY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,INSUFFICIENT_DATA,POOL_DEFENSIVE_FIXED_INCOME,POOL_INSUFFICIENT_DATA,UK_GILTS_ALL,NOT_APPLICABLE,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,DEFENSIVE_ASSET,BETA_FIXED_INCOME,NO,NO,NO,NO,NO_USABLE_HISTORY,NO_USABLE_IMPLEMENTATION_HISTORY,0,NOT_AVAILABLE,NOT_AVAILABLE,NOT_APPLICABLE_NO_USABLE_HISTORY,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;NO_USABLE_HISTORY,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,,,NO,,,NO,,,NO,,,NO,,,NO
UK_LARGE_CAP,UK large-cap equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_KINGDOM,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_UK_MARKET_CAP_BREADTH,POOL_UK_MARKET_CAP_BREADTH,UK_BROAD_MARKET,NOT_APPLICABLE,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,MARKET_SEGMENT,BETA_UK_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,6603,2000-05-05,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2000-06-05,2000-06-05,YES,2000-07-04,2000-07-04,YES,2000-08-03,2000-08-03,YES,2000-11-09,2000-11-09,YES,2001-05-14,2001-05-14,YES
UK_MID_CAP,UK mid-cap equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_KINGDOM,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_UK_MARKET_CAP_BREADTH,POOL_UK_MARKET_CAP_BREADTH,UK_BROAD_MARKET,NOT_APPLICABLE,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,MARKET_SEGMENT,BETA_UK_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,5620,2004-04-01,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2004-05-04,2004-05-04,YES,2004-06-03,2004-06-03,YES,2004-07-02,2004-07-02,YES,2004-10-04,2004-10-04,YES,2005-04-05,2005-04-05,YES
UK_SMALL_CAP,UK small-cap equities,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_KINGDOM,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_UK_MARKET_CAP_BREADTH,POOL_UK_MARKET_CAP_BREADTH,UK_BROAD_MARKET,NOT_APPLICABLE,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,MARKET_SEGMENT,BETA_UK_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3471,2010-11-03,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2011-01-26,2011-01-26,YES,2011-03-29,2011-03-29,YES,2011-11-03,2011-11-03,YES,2013-03-26,2013-03-26,YES,2013-10-14,2013-10-14,YES
USD_OVERNIGHT_CASH,US-dollar overnight-rate exposure,EXTENDED,DEFENSIVE_DIVERSIFIER,CASH_LIKE,OVERNIGHT_RATE,UNITED_STATES,SINGLE_COUNTRY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_CASH_LIKE,POOL_DEFENSIVE_CASH_LIKE,NOT_APPLICABLE,NOT_APPLICABLE,OVL_CASH_AND_SHORT_RATES,COMMON_RATE_BETA,DEFENSIVE_ASSET,BETA_CASH_RATE,YES,NO,NO,YES,PASS,NOT_APPLICABLE,2228,2015-07-21,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2016-02-02,2016-02-02,YES,2016-07-29,2016-07-29,YES,2016-10-03,2016-10-03,YES,2017-02-28,2017-02-28,YES,2017-11-24,2017-11-24,YES
US_AEROSPACE_DEFENCE,Aerospace and defence businesses,EXTENDED,THEMATIC,EQUITY,INDUSTRY_EQUITY,UNITED_STATES,SINGLE_COUNTRY,INDUSTRIALS,AEROSPACE_AND_DEFENCE,DEFENCE,Aerospace,THEME_ROTATION,INSUFFICIENT_DATA,POOL_US_THEMES,POOL_INSUFFICIENT_DATA,GLOBAL_INDUSTRIALS,US_BROAD_LARGE_CAP,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_INDUSTRIALS,NO,NO,NO,NO,FAIL_MATERIAL_MISCLASSIFICATION,A2 history uses a global aerospace-and-defence fund rather than the available US-defence implementation,329,2025-04-29,2026-08-21,NEW,YES,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;MATERIAL_A2_ECONOMIC_LINEAGE_MISMATCH;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2025-06-02,,NO,2025-07-01,,NO,2025-07-30,,NO,2025-10-29,,NO,2026-04-30,,NO
US_AI,Artificial-intelligence value chain,EXPERIMENTAL,THEMATIC,EQUITY,THEMATIC_EQUITY,UNITED_STATES,SINGLE_COUNTRY,TECHNOLOGY,SOFTWARE_AND_SERVICES,AI,AI,THEME_ROTATION,INSUFFICIENT_DATA,POOL_US_THEMES,POOL_INSUFFICIENT_DATA,GLOBAL_AI,US_BROAD_LARGE_CAP,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_TECHNOLOGY,NO,NO,NO,NO,NO_USABLE_HISTORY,NO_USABLE_IMPLEMENTATION_HISTORY,0,NOT_AVAILABLE,NOT_AVAILABLE,NOT_APPLICABLE_NO_USABLE_HISTORY,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;NO_USABLE_HISTORY,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,,,NO,,,NO,,,NO,,,NO,,,NO
US_BANKS,Us banking industry,EXTENDED,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,UNITED_STATES,SINGLE_COUNTRY,FINANCIALS,BANKS,NOT_APPLICABLE,Banks,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_US_INDUSTRIES,POOL_US_INDUSTRIES,US_FINANCIALS,NOT_APPLICABLE,OVL_FINANCIALS_AND_BANKS,STRONG_PARENT_CHILD_OVERLAP,INDUSTRY_OR_SUBSECTOR,BETA_FINANCIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1974,2018-06-01,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2018-08-02,2018-08-02,YES,2018-10-25,2018-10-25,YES,2018-12-18,2018-12-18,YES,2019-03-20,2019-03-20,YES,2019-09-24,2019-09-24,YES
US_BROAD_LARGE_CAP,Broad US large-cap equities,CORE,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_STATES,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,POOL_BROAD_GEOGRAPHY_PRIMARY,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_US_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,6167,2002-03-22,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2002-04-23,2002-04-23,YES,2002-05-23,2002-05-23,YES,2002-06-25,2002-06-25,YES,2002-09-23,2002-09-23,YES,2003-03-21,2003-03-21,YES
US_BROAD_LARGE_CAP_EUR_HEDGED,Broad US large-cap equities hedged to EUR,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_STATES,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,POOL_HEDGED_GEOGRAPHY_VARIANTS,US_BROAD_LARGE_CAP,NOT_APPLICABLE,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_US_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3857,2010-11-09,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2011-01-19,2011-01-19,YES,2011-02-17,2011-02-17,YES,2011-03-18,2011-03-18,YES,2011-07-05,2011-07-05,YES,2012-01-25,2012-01-25,YES
US_BROAD_LARGE_CAP_GBP_HEDGED,Broad US large-cap equities hedged to GBP,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,UNITED_STATES,SINGLE_COUNTRY,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,POOL_HEDGED_GEOGRAPHY_VARIANTS,US_BROAD_LARGE_CAP,NOT_APPLICABLE,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,BROAD_REGION,BETA_US_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3944,2010-11-03,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2010-12-13,2010-12-13,YES,2011-01-18,2011-01-18,YES,2011-02-18,2011-02-18,YES,2011-05-24,2011-05-24,YES,2011-11-24,2011-11-24,YES
